Date,Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow
2014-05-17,9,1.2,18.6,0.0,6,37.0,3,6,0.0,26.0,99.0,55.0,1031.1,1027.6,7.0,18.0,0,0
2014-05-18,9,3.3,19.0,0.0,7,28.0,3,7,0.0,15.0,99.0,51.0,1030.2,1026.3,7.0,18.2,0,0
2014-05-19,9,3.5,20.0,0.0,7,31.0,9,6,4.0,17.0,97.0,58.0,1027.2,1024.1,9.9,17.6,0,0
2014-05-20,9,3.0,19.0,0.0,7,35.0,3,6,0.0,19.0,99.0,64.0,1024.6,1021.6,8.9,17.8,0,0
2014-05-21,9,3.1,19.0,0.0,6,31.0,3,7,0.0,24.0,99.0,65.0,1026.6,1023.6,8.3,17.9,0,0
2014-05-22,9,1.3,20.0,0.0,7,30.0,3,7,6.0,24.0,99.0,58.0,1025.7,1020.9,7.2,19.1,0,0
2014-05-23,9,7.1,21.0,0.0,7,44.0,3,7,11.0,33.0,74.0,51.0,1019.5,1014.1,13.0,20.0,0,0
2014-05-24,9,11.1,18.1,0.0,7,39.0,3,14,13.0,24.0,73.0,58.0,1016.9,1015.3,14.4,16.3,0,0
2014-05-25,9,5.0,20.5,0.0,7,33.0,3,14,0.0,19.0,85.0,58.0,1020.5,1019.4,11.0,18.3,0,0
2014-05-26,9,5.6,21.7,0.0,6,28.0,8,6,7.0,19.0,95.0,58.0,1024.8,1022.0,11.8,19.7,0,0
2014-05-27,9,6.7,21.1,0.0,7,100.0,8,7,4.0,31.0,97.0,60.0,1016.5,1010.3,11.9,17.9,0,1
2014-05-28,9,8.1,15.0,10.4,14,50.0,7,6,19.0,30.0,75.0,76.0,1013.5,1015.3,12.8,12.4,1,0
2014-05-29,9,0.6,16.7,0.0,14,15.0,9,12,7.0,9.0,96.0,58.0,1025.2,1023.5,6.8,14.4,0,0
2014-05-30,9,0.3,17.8,0.0,1,26.0,10,0,9.0,15.0,86.0,51.0,1029.0,1025.2,8.1,16.9,0,0
2014-05-31,9,2.6,16.3,0.2,1,28.0,13,2,6.0,9.0,99.0,75.0,1026.8,1022.4,9.5,15.4,0,0
2014-06-01,9,9.5,12.1,0.6,6,37.0,4,11,24.0,9.0,90.0,94.0,1021.4,1019.2,11.2,10.7,0,1
2014-06-02,9,6.5,14.3,11.6,7,31.0,3,7,0.0,20.0,94.0,77.0,1018.9,1016.6,10.1,12.8,1,0
2014-06-03,9,8.1,12.5,0.6,7,41.0,6,7,24.0,24.0,86.0,78.0,1019.1,1019.0,9.9,11.2,0,0
2014-06-04,9,6.0,13.8,0.0,3,19.0,3,6,0.0,9.0,97.0,71.0,1026.6,1025.4,8.5,13.5,0,0
2014-06-05,9,5.0,16.1,0.0,11,17.0,3,14,0.0,2.0,95.0,60.0,1028.8,1026.3,9.5,15.5,0,0
2014-06-06,9,6.2,14.3,0.0,8,33.0,9,9,11.0,19.0,82.0,52.0,1030.1,1015.2,8.5,21.1,0,0
2014-06-07,9,-3.0,15.0,0.0,13,17.0,6,13,9.0,11.0,92.0,50.0,1030.2,1026.8,5.1,14.6,0,0
2014-06-08,9,-1.6,13.1,0.0,8,41.0,3,8,0.0,24.0,82.0,45.0,1029.7,1028.0,5.3,12.6,0,0
2014-06-09,9,3.2,15.6,0.0,2,39.0,8,2,15.0,17.0,75.0,71.0,1031.1,1031.1,9.7,13.2,0,0
2014-06-10,9,2.1,14.4,0.0,8,22.0,1,11,6.0,11.0,87.0,64.0,1033.7,1029.6,8.1,13.8,0,0
2014-06-11,9,-1.3,14.1,0.2,15,13.0,11,14,2.0,7.0,96.0,63.0,1028.8,1024.6,6.4,12.9,0,0
2014-06-12,9,0.9,14.4,0.0,6,35.0,3,6,0.0,17.0,98.0,64.0,1023.1,1019.7,4.8,13.2,0,0
2014-06-13,9,0.8,10.9,0.0,15,24.0,3,14,0.0,11.0,99.0,92.0,1019.5,1016.9,4.8,10.4,0,1
2014-06-14,9,4.8,15.2,9.8,12,35.0,3,7,9.0,17.0,95.0,64.0,1013.4,1011.0,9.2,14.6,1,1
2014-06-15,9,5.5,15.1,8.6,11,48.0,3,11,11.0,28.0,92.0,53.0,1012.3,1013.0,7.7,13.8,1,0
2014-06-16,9,-2.4,12.3,0.0,14,46.0,7,14,13.0,33.0,97.0,53.0,1022.5,1020.6,4.6,11.4,0,0
2014-06-17,9,4.5,15.3,0.0,6,35.0,6,8,11.0,19.0,71.0,49.0,1026.2,1026.7,9.5,14.5,0,0
2014-06-18,9,-1.6,12.9,0.2,7,17.0,3,14,0.0,11.0,99.0,66.0,1032.9,1029.7,0.7,12.0,0,0
2014-06-19,9,-1.0,13.5,0.2,14,26.0,8,7,7.0,15.0,99.0,69.0,1029.1,1024.3,2.9,12.4,0,0
2014-06-20,9,2.5,16.7,0.0,7,43.0,7,13,26.0,26.0,80.0,47.0,1020.0,1016.8,10.8,14.2,0,0
2014-06-21,9,-2.4,14.4,0.2,14,22.0,3,7,7.0,13.0,99.0,60.0,1022.3,1020.5,2.3,13.8,0,0
2014-06-22,9,-2.0,15.5,0.0,3,15.0,9,6,7.0,7.0,90.0,46.0,1024.6,1020.9,5.1,14.7,0,0
2014-06-23,9,1.4,10.0,0.0,6,70.0,6,6,26.0,30.0,88.0,92.0,1014.6,1007.3,8.7,9.0,0,1
2014-06-24,9,3.1,8.5,8.6,7,83.0,7,7,33.0,39.0,88.0,92.0,1005.7,1001.4,4.1,6.6,1,1
2014-06-25,9,4.0,11.1,8.0,6,56.0,14,7,13.0,24.0,75.0,73.0,1013.5,1014.6,7.5,9.5,1,0
2014-06-26,9,7.5,12.9,0.0,7,61.0,7,14,41.0,28.0,83.0,65.0,1019.3,1019.3,9.1,12.6,0,0
2014-06-27,9,7.0,12.2,0.0,7,48.0,6,7,17.0,31.0,93.0,67.0,1021.6,1016.0,8.5,11.3,0,0
2014-06-28,9,4.4,11.9,0.0,7,74.0,7,3,30.0,35.0,58.0,91.0,1004.4,1001.8,9.9,5.4,0,1
2014-06-29,9,4.3,8.8,8.6,7,63.0,7,6,44.0,30.0,90.0,79.0,1003.8,1005.3,5.0,7.8,1,0
2014-06-30,9,1.4,10.1,0.0,13,39.0,7,14,17.0,28.0,71.0,55.0,1016.9,1017.3,5.9,9.0,0,0
2014-07-01,9,-3.1,11.2,0.0,6,28.0,3,3,0.0,17.0,92.0,64.0,1026.3,1026.0,2.2,10.6,0,0
2014-07-02,9,-1.9,7.3,0.0,14,15.0,11,15,6.0,6.0,99.0,83.0,1030.7,1028.3,2.8,6.5,0,0
2014-07-03,9,2.6,10.0,0.2,3,13.0,2,11,9.0,7.0,90.0,69.0,1029.3,1025.0,4.3,9.6,0,0
2014-07-04,9,-3.1,12.9,0.0,7,52.0,3,7,0.0,31.0,99.0,52.0,1022.4,1017.7,1.4,12.0,0,0
2014-07-05,9,-1.1,11.5,0.2,7,48.0,6,14,22.0,26.0,84.0,68.0,1016.0,1014.6,7.5,9.1,0,0
2014-07-06,9,4.4,11.8,0.0,7,48.0,7,7,30.0,26.0,83.0,69.0,1014.8,1012.5,7.5,9.3,0,0
2014-07-07,9,-3.9,13.1,0.2,6,30.0,9,6,7.0,20.0,99.0,63.0,1016.6,1014.9,2.9,12.0,0,0
2014-07-08,9,-3.9,11.2,0.0,3,37.0,11,6,6.0,26.0,99.0,61.0,1017.7,1013.6,1.9,9.3,0,0
2014-07-09,9,-4.9,7.0,0.0,6,52.0,2,6,6.0,17.0,97.0,88.0,1006.1,1002.3,2.0,5.1,0,1
2014-07-10,9,2.0,10.0,3.0,14,52.0,6,14,28.0,26.0,87.0,64.0,1006.5,1008.1,5.5,7.9,1,0
2014-07-11,9,4.7,11.0,0.0,14,48.0,6,6,28.0,30.0,74.0,62.0,1018.8,1017.9,7.4,9.0,0,0
2014-07-12,9,4.4,10.4,0.0,6,35.0,6,7,19.0,26.0,83.0,79.0,1020.6,1018.9,6.0,8.6,0,0
2014-07-13,9,-4.3,11.5,0.6,11,33.0,0,11,6.0,19.0,74.0,40.0,1029.9,1028.9,3.4,11.1,0,0
2014-07-14,9,-4.4,14.2,0.2,0,20.0,6,7,9.0,2.0,87.0,50.0,1034.2,1030.0,2.0,13.7,0,0
2014-07-15,9,1.9,9.2,0.0,3,30.0,3,3,0.0,7.0,99.0,93.0,1025.4,1021.2,5.5,8.9,0,1
2014-07-16,9,5.4,12.9,10.8,14,37.0,7,14,7.0,24.0,96.0,64.0,1014.3,1012.7,8.3,11.6,1,0
2014-07-17,9,6.1,10.9,0.2,6,54.0,6,14,26.0,31.0,80.0,59.0,1012.3,1010.4,8.8,8.5,0,0
2014-07-18,9,1.3,13.5,0.2,8,59.0,7,8,17.0,41.0,64.0,39.0,1013.0,1015.2,6.1,11.3,0,0
2014-07-19,9,-2.1,12.1,0.0,8,56.0,15,8,7.0,31.0,77.0,47.0,1025.0,1025.0,3.0,11.2,0,0
2014-07-20,9,-5.3,12.5,0.0,12,19.0,12,6,6.0,11.0,87.0,45.0,1029.6,1026.4,1.4,11.7,0,0
2014-07-21,9,-3.8,13.1,0.0,7,19.0,3,7,0.0,9.0,96.0,50.0,1028.5,1024.3,0.1,12.8,0,0
2014-07-22,9,-0.1,13.5,0.0,9,15.0,9,3,11.0,6.0,87.0,56.0,1026.5,1023.7,6.5,12.9,0,0
2014-07-23,9,-1.6,13.3,0.0,3,20.0,7,3,4.0,15.0,91.0,61.0,1026.8,1022.5,3.9,12.2,0,0
2014-07-24,9,-2.5,11.1,0.0,14,19.0,1,15,7.0,9.0,99.0,70.0,1023.3,1019.4,2.7,10.6,0,0
2014-07-25,9,-0.9,15.7,0.4,7,41.0,3,6,0.0,28.0,99.0,58.0,1022.7,1020.8,3.9,15.3,0,0
2014-07-26,9,0.6,13.1,0.2,14,33.0,3,11,0.0,11.0,99.0,77.0,1026.2,1023.4,6.0,11.0,0,0
2014-07-27,9,-3.8,14.2,0.0,3,35.0,3,6,0.0,28.0,99.0,64.0,1027.0,1023.0,4.2,12.7,0,0
2014-07-28,9,-2.5,13.1,0.0,7,43.0,10,7,6.0,20.0,99.0,61.0,1023.6,1019.9,1.4,12.4,0,0
2014-07-29,9,1.4,16.6,0.0,6,56.0,3,7,26.0,37.0,53.0,46.0,1017.7,1014.9,10.8,15.5,0,0
2014-07-30,9,10.3,14.9,0.0,6,54.0,6,7,31.0,30.0,85.0,70.0,1018.9,1016.3,11.2,13.4,0,0
2014-07-31,9,8.4,16.9,0.0,7,76.0,6,7,30.0,56.0,62.0,42.0,1013.2,1006.8,11.5,16.0,0,0
2014-08-01,9,4.9,8.4,0.0,7,69.0,14,7,30.0,24.0,62.0,79.0,1009.4,1009.4,5.2,5.3,0,0
2014-08-02,9,-4.6,10.6,0.8,8,44.0,13,8,2.0,26.0,81.0,44.0,1026.7,1027.7,2.7,8.6,0,0
2014-08-03,9,-6.0,11.2,0.0,3,24.0,9,14,9.0,9.0,74.0,35.0,1035.2,1032.5,1.6,10.7,0,0
2014-08-04,9,-6.1,13.4,0.0,6,31.0,3,7,7.0,22.0,83.0,46.0,1034.9,1030.9,0.2,12.6,0,0
2014-08-05,9,-7.6,13.8,0.2,6,22.0,12,6,4.0,15.0,87.0,30.0,1034.2,1031.6,1.0,12.8,0,0
2014-08-06,9,-6.8,13.8,0.0,3,39.0,3,3,0.0,26.0,89.0,62.0,1033.6,1028.2,1.2,12.2,0,0
2014-08-07,9,-4.7,14.7,0.0,7,22.0,4,6,4.0,13.0,82.0,39.0,1031.3,1028.2,2.7,14.2,0,0
2014-08-08,9,-4.8,13.8,0.0,6,28.0,3,6,6.0,19.0,94.0,56.0,1033.0,1030.0,2.8,12.7,0,0
2014-08-09,9,-4.5,13.3,0.2,6,35.0,6,6,6.0,20.0,99.0,55.0,1030.7,1026.2,0.2,12.8,0,0
2014-08-10,9,0.2,15.5,0.0,14,52.0,6,14,17.0,33.0,74.0,47.0,1023.0,1020.0,8.7,13.5,0,0
2014-08-11,9,-4.2,10.0,0.0,8,43.0,8,10,26.0,17.0,55.0,38.0,1027.0,1026.3,5.4,8.3,0,0
2014-08-12,9,-4.5,13.6,0.0,10,28.0,11,9,9.0,15.0,66.0,44.0,1031.5,1028.7,3.8,11.4,0,0
2014-08-13,9,-2.3,13.0,0.0,8,30.0,10,14,9.0,9.0,67.0,38.0,1035.2,1032.0,4.8,12.1,0,0
2014-08-14,9,-5.3,14.8,0.0,7,19.0,3,13,0.0,9.0,76.0,44.0,1036.3,1033.2,3.7,14.4,0,0
2014-08-15,9,-2.6,15.8,0.0,5,30.0,8,3,9.0,6.0,87.0,42.0,1032.6,1026.3,4.9,15.1,0,0
2014-08-16,9,-0.2,14.2,0.0,0,28.0,9,0,9.0,20.0,83.0,45.0,1024.3,1019.6,6.8,14.0,0,1
2014-08-17,9,6.6,10.8,4.8,8,39.0,10,10,17.0,11.0,95.0,94.0,1013.3,1010.0,8.9,9.9,1,1
2014-08-18,9,7.6,14.3,7.2,10,52.0,8,10,28.0,26.0,76.0,67.0,1011.6,1011.9,10.5,12.1,1,0
2014-08-19,9,7.8,15.1,0.0,11,52.0,8,8,19.0,37.0,69.0,45.0,1019.7,1019.9,11.0,13.2,0,0
2014-08-20,9,-2.3,15.2,0.0,10,22.0,11,12,9.0,6.0,68.0,30.0,1027.2,1024.7,6.5,14.6,0,0
2014-08-21,9,-2.0,14.9,0.0,0,35.0,10,0,7.0,13.0,78.0,59.0,1031.5,1028.7,6.2,12.6,0,0
2014-08-22,9,0.6,15.8,0.0,0,33.0,8,0,9.0,13.0,85.0,53.0,1033.9,1030.2,9.1,13.5,0,0
2014-08-23,9,-0.9,16.2,0.0,2,28.0,12,3,7.0,9.0,91.0,67.0,1033.3,1029.6,6.4,14.3,0,0
2014-08-24,9,5.2,17.7,0.6,6,31.0,4,3,4.0,19.0,81.0,45.0,1030.7,1026.8,10.1,17.0,0,0
2014-08-25,9,0.1,16.4,0.0,2,37.0,12,15,7.0,11.0,83.0,45.0,1027.3,1023.2,8.0,15.9,0,1
2014-08-26,9,6.2,13.7,12.6,2,46.0,10,0,17.0,30.0,82.0,82.0,1027.3,1026.3,10.5,11.2,1,0
2014-08-27,9,3.4,15.1,0.4,9,41.0,10,2,20.0,17.0,78.0,48.0,1029.3,1027.2,9.1,14.3,0,0
2014-08-28,9,1.6,15.8,0.0,8,28.0,11,9,9.0,15.0,75.0,53.0,1030.6,1028.0,8.8,14.8,0,0
2014-08-29,9,-0.9,17.5,0.0,11,28.0,8,10,11.0,15.0,88.0,45.0,1029.8,1025.6,7.2,17.1,0,0
2014-08-30,9,1.1,17.6,0.0,9,31.0,9,1,13.0,15.0,68.0,45.0,1027.6,1023.6,10.0,16.5,0,0
2014-08-31,9,0.0,17.4,0.0,6,31.0,0,3,7.0,17.0,95.0,48.0,1023.3,1018.3,5.5,16.5,0,0
2014-09-01,9,-1.7,18.9,0.0,7,46.0,3,7,0.0,31.0,91.0,50.0,1017.0,1011.6,6.3,17.2,0,1
2014-09-02,9,6.2,11.9,1.4,8,59.0,13,8,11.0,35.0,83.0,50.0,1011.2,1010.6,9.1,10.6,1,0
2014-09-03,9,2.1,13.6,0.2,8,59.0,8,8,35.0,31.0,58.0,44.0,1017.4,1015.1,8.1,11.9,0,0
2014-09-04,9,0.7,14.2,0.0,8,48.0,11,8,24.0,20.0,58.0,47.0,1018.5,1016.4,10.1,12.6,0,0
2014-09-05,9,0.7,15.1,0.0,8,41.0,8,9,20.0,15.0,64.0,54.0,1023.8,1023.0,10.8,12.9,0,0
2014-09-06,9,-0.5,14.6,0.0,9,26.0,10,2,9.0,13.0,72.0,51.0,1031.5,1029.0,9.0,13.9,0,0
2014-09-07,9,-2.6,17.7,0.2,4,30.0,12,5,7.0,17.0,78.0,46.0,1032.8,1027.5,7.9,16.5,0,0
2014-09-08,9,0.2,19.0,0.0,7,33.0,15,7,7.0,28.0,78.0,49.0,1028.9,1022.7,11.1,17.6,0,0
2014-09-09,9,3.5,18.3,0.0,6,57.0,6,6,24.0,35.0,72.0,65.0,1017.8,1011.7,12.9,17.4,0,1
2014-09-10,9,7.7,17.7,22.6,14,52.0,14,14,20.0,35.0,71.0,56.0,1009.6,1011.3,13.9,14.3,1,0
2014-09-11,9,4.3,17.4,0.0,14,48.0,14,13,26.0,24.0,54.0,50.0,1017.7,1016.4,14.3,16.8,0,0
2014-09-12,9,1.7,15.4,0.0,1,24.0,10,3,9.0,7.0,76.0,53.0,1025.6,1023.2,9.4,13.8,0,0
2014-09-13,9,5.1,17.0,0.0,6,26.0,11,3,9.0,15.0,90.0,55.0,1027.1,1022.6,9.3,16.2,0,0
2014-09-14,9,-0.6,18.7,0.0,3,41.0,14,6,7.0,28.0,99.0,49.0,1021.6,1017.2,6.6,17.4,0,0
2014-09-15,9,0.9,19.2,0.0,6,28.0,10,7,9.0,20.0,92.0,46.0,1019.1,1014.6,9.1,18.7,0,1
2014-09-16,9,7.8,18.0,1.4,7,56.0,3,7,13.0,35.0,65.0,69.0,1010.4,1007.9,15.2,13.4,1,0
2014-09-17,9,7.2,15.2,0.0,7,50.0,15,14,24.0,33.0,46.0,46.0,1012.9,1011.7,12.6,12.3,0,0
2014-09-18,9,1.5,13.9,0.0,14,41.0,3,6,13.0,24.0,59.0,54.0,1019.5,1017.8,8.3,11.5,0,0
2014-09-19,9,-4.3,16.1,0.0,7,30.0,6,6,6.0,15.0,70.0,45.0,1023.1,1018.9,6.9,15.8,0,0
2014-09-20,9,-1.8,18.3,0.0,1,35.0,9,6,13.0,7.0,61.0,27.0,1025.3,1022.9,10.6,17.9,0,0
2014-09-21,9,3.7,17.9,0.0,0,26.0,12,6,7.0,11.0,74.0,47.0,1031.3,1027.2,10.8,16.8,0,0
2014-09-22,9,7.3,20.1,0.0,5,28.0,15,3,7.0,13.0,71.0,41.0,1032.2,1028.1,11.9,19.8,0,0
2014-09-23,9,1.8,22.2,0.0,3,22.0,15,3,7.0,9.0,73.0,26.0,1030.1,1025.4,13.0,21.5,0,0
2014-09-24,9,2.5,19.9,0.0,7,48.0,7,6,7.0,13.0,66.0,57.0,1023.2,1018.0,13.5,18.5,0,1
2014-09-25,9,11.0,19.2,1.6,8,52.0,7,8,17.0,30.0,79.0,56.0,1012.9,1012.1,15.9,15.9,1,1
2014-09-26,9,0.8,18.2,1.4,7,39.0,6,6,7.0,30.0,69.0,56.0,1018.6,1015.5,11.7,15.4,1,0
2014-09-27,9,4.1,18.2,0.0,7,41.0,13,7,4.0,26.0,71.0,52.0,1022.2,1019.4,11.0,16.4,0,0
2014-09-28,9,-0.3,22.2,0.0,6,48.0,7,6,7.0,30.0,76.0,48.0,1021.8,1016.1,12.3,21.1,0,0
2014-09-29,9,8.8,24.1,0.0,7,48.0,7,6,28.0,30.0,45.0,38.0,1015.4,1013.7,19.0,23.2,0,0
2014-09-30,9,2.7,24.0,0.0,7,67.0,6,14,28.0,31.0,48.0,37.0,1013.9,1010.0,19.0,22.9,0,0
2014-10-01,9,4.8,16.9,0.0,14,52.0,13,3,17.0,26.0,38.0,31.0,1018.1,1017.9,11.6,15.9,0,0
2014-10-02,9,-2.0,20.0,0.0,6,46.0,7,6,9.0,28.0,63.0,44.0,1021.9,1017.1,9.6,19.2,0,0
2014-10-03,9,-0.7,20.9,0.0,1,37.0,13,3,7.0,13.0,60.0,36.0,1021.0,1017.4,13.4,20.2,0,0
2014-10-04,9,10.1,22.5,0.0,6,43.0,3,6,9.0,33.0,69.0,35.0,1019.2,1015.0,15.6,21.7,0,0
2014-10-05,9,3.7,27.5,0.0,3,48.0,12,7,2.0,26.0,58.0,22.0,1018.6,1014.9,14.3,26.4,0,0
2014-10-06,9,6.7,28.1,0.0,6,50.0,9,6,6.0,31.0,71.0,30.0,1018.1,1011.7,14.8,27.7,0,1
2014-10-07,9,11.0,19.8,11.8,6,83.0,7,14,26.0,35.0,64.0,39.0,1009.3,1009.7,14.0,19.0,1,0
2014-10-08,9,2.0,19.8,0.0,6,41.0,12,6,7.0,26.0,70.0,45.0,1019.3,1017.0,10.9,17.0,0,0
2014-10-09,9,2.2,20.2,0.0,13,39.0,9,6,9.0,20.0,78.0,42.0,1023.2,1019.1,11.3,19.2,0,0
2014-10-10,9,0.4,22.1,0.2,3,31.0,3,7,0.0,13.0,80.0,36.0,1019.3,1015.7,10.3,21.3,0,0
2014-10-11,9,3.1,26.6,0.0,6,41.0,12,6,4.0,24.0,58.0,22.0,1018.1,1015.0,13.5,25.8,0,0
2014-10-12,9,4.5,27.6,0.0,6,46.0,15,6,2.0,31.0,56.0,33.0,1017.5,1012.8,15.1,26.9,0,1
2014-10-13,9,13.7,21.1,4.8,3,44.0,10,3,7.0,26.0,89.0,89.0,1007.5,1004.5,15.8,15.7,1,1
2014-10-14,9,6.2,8.7,15.4,8,61.0,7,8,9.0,33.0,98.0,78.0,1010.0,1011.9,6.8,7.4,1,1
2014-10-15,9,6.3,15.9,15.2,8,59.0,8,8,24.0,22.0,62.0,40.0,1015.9,1014.3,8.0,14.1,1,0
2014-10-16,9,-0.7,17.1,0.0,14,44.0,1,3,2.0,28.0,78.0,53.0,1017.3,1016.2,7.9,14.9,0,0
2014-10-17,9,1.1,17.1,0.0,0,33.0,10,0,17.0,7.0,62.0,39.0,1025.4,1024.6,9.4,16.2,0,0
2014-10-18,9,0.6,20.4,0.0,6,26.0,11,6,9.0,9.0,75.0,40.0,1029.8,1025.7,10.1,19.3,0,0
2014-10-19,9,2.5,25.1,0.0,6,37.0,3,7,0.0,24.0,69.0,42.0,1027.4,1023.1,12.6,24.8,0,0
2014-10-20,9,6.9,17.1,0.0,4,35.0,0,0,17.0,22.0,69.0,64.0,1028.4,1028.9,16.1,15.3,0,0
2014-10-21,9,9.5,17.6,0.0,1,33.0,0,5,15.0,15.0,73.0,59.0,1032.0,1029.2,11.1,16.0,0,0
2014-10-22,9,9.7,24.9,0.0,6,31.0,12,7,6.0,20.0,79.0,52.0,1026.1,1019.8,11.2,24.1,0,0
2014-10-23,9,8.3,27.2,0.0,12,44.0,8,11,7.0,13.0,69.0,36.0,1019.8,1017.4,18.2,22.9,0,1
2014-10-24,9,9.7,28.4,6.0,7,37.0,12,6,7.0,9.0,69.0,47.0,1019.4,1013.7,18.4,26.0,1,0
2014-10-25,9,7.8,30.0,0.0,7,52.0,6,7,7.0,24.0,63.0,34.0,1017.8,1013.8,18.4,29.6,0,0
2014-10-26,9,8.0,29.2,0.0,14,50.0,14,14,7.0,30.0,68.0,24.0,1011.5,1009.8,20.2,27.8,0,0
2014-10-27,9,8.5,24.6,0.0,13,74.0,3,14,0.0,37.0,55.0,43.0,1008.2,1003.8,16.7,23.4,0,0
2014-10-28,9,7.2,19.8,0.0,14,56.0,7,14,30.0,35.0,53.0,36.0,1011.9,1011.2,13.6,18.8,0,0
2014-10-29,9,7.0,23.9,0.0,14,46.0,14,3,11.0,26.0,51.0,34.0,1017.3,1014.2,15.6,23.1,0,0
2014-10-30,9,4.4,26.5,0.0,13,44.0,3,14,0.0,30.0,69.0,24.0,1016.1,1012.7,14.2,25.7,0,0
2014-10-31,9,5.1,32.0,0.0,7,52.0,1,7,2.0,24.0,54.0,17.0,1014.6,1008.6,16.9,30.5,0,0
2014-11-01,9,14.6,26.5,0.0,7,67.0,7,14,33.0,35.0,55.0,62.0,1004.0,1002.7,21.8,20.5,0,0
2014-11-02,9,4.6,20.0,0.2,7,50.0,14,6,19.0,22.0,38.0,33.0,1016.5,1016.3,10.3,18.0,0,0
2014-11-03,9,3.3,22.6,0.0,1,43.0,10,13,11.0,9.0,60.0,27.0,1024.0,1020.8,12.2,21.8,0,0
2014-11-04,9,10.4,25.2,0.0,7,37.0,1,7,6.0,19.0,71.0,27.0,1022.3,1017.2,13.8,24.2,0,0
2014-11-05,9,9.3,27.2,0.0,7,52.0,4,7,6.0,33.0,74.0,21.0,1015.8,1010.7,14.2,26.0,0,0
2014-11-06,9,11.8,24.4,0.0,3,33.0,1,7,7.0,17.0,75.0,35.0,1015.0,1011.9,14.3,23.3,0,0
2014-11-07,9,5.3,27.4,0.0,1,39.0,9,9,6.0,9.0,75.0,18.0,1019.1,1017.4,14.6,25.7,0,0
2014-11-08,9,5.5,30.0,0.0,3,37.0,3,6,6.0,22.0,59.0,15.0,1021.5,1016.8,17.3,29.3,0,0
2014-11-09,9,7.7,33.3,0.0,14,50.0,9,6,11.0,20.0,43.0,18.0,1019.2,1015.1,20.5,31.6,0,0
2014-11-10,9,13.9,29.3,0.0,0,46.0,10,6,4.0,11.0,62.0,26.0,1017.9,1014.5,17.6,27.0,0,0
2014-11-11,9,8.4,26.9,0.0,0,50.0,9,8,7.0,6.0,64.0,28.0,1019.8,1015.4,15.3,26.3,0,0
2014-11-12,9,9.6,27.9,0.0,1,39.0,4,3,6.0,11.0,74.0,34.0,1019.2,1013.5,12.8,25.3,0,0
2014-11-13,9,9.8,31.2,0.0,6,43.0,3,6,9.0,19.0,66.0,24.0,1017.4,1012.4,16.6,28.9,0,0
2014-11-14,9,9.6,37.2,0.0,7,61.0,3,7,6.0,26.0,48.0,11.0,1012.7,1007.8,21.5,36.0,0,0
2014-11-15,9,14.5,29.4,0.0,14,41.0,9,14,7.0,26.0,54.0,44.0,1008.7,1009.5,21.7,24.1,0,1
2014-11-16,9,13.9,18.0,13.6,14,67.0,7,14,33.0,22.0,89.0,63.0,1002.3,1004.9,14.7,16.0,1,1
2014-11-17,9,9.3,23.6,4.4,6,52.0,14,14,22.0,28.0,51.0,31.0,1013.3,1011.8,15.6,22.6,1,0
2014-11-18,9,5.1,25.7,0.0,0,39.0,14,3,6.0,17.0,59.0,33.0,1017.9,1015.5,15.5,24.3,0,0
2014-11-19,9,13.0,27.8,0.0,6,37.0,3,7,11.0,22.0,64.0,20.0,1020.7,1016.2,16.4,25.8,0,0
2014-11-20,9,7.4,31.4,0.0,13,50.0,3,13,0.0,26.0,55.0,19.0,1015.0,1009.3,17.8,29.4,0,0
2014-11-21,9,12.6,30.2,0.0,13,50.0,14,14,24.0,28.0,35.0,30.0,1008.5,1008.5,24.5,30.1,0,0
2014-11-22,9,12.5,31.8,0.0,6,43.0,4,6,6.0,31.0,66.0,25.0,1014.4,1011.3,20.3,31.0,0,0
2014-11-23,9,11.2,39.0,0.0,7,54.0,15,7,6.0,31.0,40.0,15.0,1012.9,1009.5,24.4,38.8,0,0
2014-11-24,9,18.8,26.4,0.2,13,35.0,12,15,9.0,13.0,53.0,81.0,1014.2,1011.8,23.9,19.5,0,1
2014-11-25,9,14.2,25.4,5.6,7,44.0,13,7,22.0,15.0,25.0,18.0,1014.3,1014.7,18.4,23.9,1,0
2014-11-26,9,6.5,26.7,0.0,13,44.0,7,14,7.0,15.0,62.0,22.0,1018.9,1015.3,16.1,26.1,0,0
2014-11-27,9,14.2,25.9,0.0,1,50.0,5,6,13.0,11.0,67.0,34.0,1022.0,1019.2,16.7,24.8,0,0
2014-11-28,9,5.7,27.5,0.0,0,43.0,9,5,11.0,13.0,63.0,28.0,1023.3,1018.1,14.4,26.1,0,0
2014-11-29,9,9.9,29.7,0.0,0,37.0,7,6,7.0,24.0,61.0,24.0,1019.4,1013.8,17.4,29.3,0,0
2014-11-30,9,13.5,27.9,0.2,6,52.0,9,9,9.0,9.0,78.0,51.0,1014.7,1010.9,19.5,24.3,0,1
2014-12-01,9,11.6,32.7,4.0,7,50.0,7,13,15.0,26.0,69.0,33.0,1010.1,1005.6,21.2,31.5,1,0
2014-12-02,9,13.8,33.0,0.8,7,54.0,7,14,24.0,26.0,66.0,32.0,1010.6,1007.5,22.1,30.2,0,0
